výsledek pro soubor txt	porvní sloupec zdroje			kdo, komu	kdy	řádek	číslo zprávy	sestava	další sloupce zdrojů – texty
[224 SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #10]  Суть предложения:)[224 SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #10]  Суть предложения:)	[220 SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #5	1	SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #5	SOFIE.AI:ALEŠ	2026.02.18 18:14:14	224	10	[224 SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #10]  Суть предложения:)	 Суть предложения:)
[225 SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #10]  Требуется капитал для масштабирования: покупка производственной базы (дом+участок) и экипировка 2-х новых бригад. Заказы уже подписаны.)[225 SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #10]  Требуется капитал для масштабирования: покупка производственной базы (дом+участок) и экипировка 2-х новых бригад. Заказы уже подписаны.)	[221 SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #5	1	SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #5	SOFIE.AI:ALEŠ	2026.02.18 18:14:14	225	10	[225 SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #10]  Требуется капитал для масштабирования: покупка производственной базы (дом+участок) и экипировка 2-х новых бригад. Заказы уже подписаны.)	 Требуется капитал для масштабирования: покупка производственной базы (дом+участок) и экипировка 2-х новых бригад. Заказы уже подписаны.)
[226 SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #10]  Цифры:)[226 SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #10]  Цифры:)	[222 SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #5	1	SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #5	SOFIE.AI:ALEŠ	2026.02.18 18:14:14	226	10	[226 SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #10]  Цифры:)	 Цифры:)
[227 SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #10]  💰 Сумма инвестиций: 5 000 EUR / USD (или эквивалент в рублях/USDT).)[227 SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #10]  💰 Сумма инвестиций: 5 000 EUR / USD (или эквивалент в рублях/USDT).)	[223 SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #5	1	SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #5	SOFIE.AI:ALEŠ	2026.02.18 18:14:14	227	10	[227 SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #10]  💰 Сумма инвестиций: 5 000 EUR / USD (или эквивалент в рублях/USDT).)	 💰 Сумма инвестиций: 5 000 EUR / USD (или эквивалент в рублях/USDT).)
[228 SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #10]  📈 Доходность: 20% за 6 месяцев (40% годовых).)[228 SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #10]  📈 Доходность: 20% за 6 месяцев (40% годовых).)	[224 SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #5	1	SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #5	SOFIE.AI:ALEŠ	2026.02.18 18:14:14	228	10	[228 SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #10]  📈 Доходность: 20% за 6 месяцев (40% годовых).)	 📈 Доходность: 20% за 6 месяцев (40% годовых).)
[229 SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #10]  📅 Срок возврата: 6 месяцев.)[229 SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #10]  📅 Срок возврата: 6 месяцев.)	[225 SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #5	1	SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #5	SOFIE.AI:ALEŠ	2026.02.18 18:14:14	229	10	[229 SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #10]  📅 Срок возврата: 6 месяцев.)	 📅 Срок возврата: 6 месяцев.)
[230 SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #10]  Гарантии:)[230 SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #10]  Гарантии:)	[226 SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #5	1	SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #5	SOFIE.AI:ALEŠ	2026.02.18 18:14:14	230	10	[230 SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #10]  Гарантии:)	 Гарантии:)
[231 SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #10]  Инвестиции идут в твердые активы (недвижимость, транспорт, оборудование), которые оформляются на компанию/инвестора как залог.)[231 SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #10]  Инвестиции идут в твердые активы (недвижимость, транспорт, оборудование), которые оформляются на компанию/инвестора как залог.)	[227 SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #5	1	SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #5	SOFIE.AI:ALEŠ	2026.02.18 18:14:14	231	10	[231 SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #10]  Инвестиции идут в твердые активы (недвижимость, транспорт, оборудование), которые оформляются на компанию/инвестора как залог.)	 Инвестиции идут в твердые активы (недвижимость, транспорт, оборудование), которые оформляются на компанию/инвестора как залог.)
[232 SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #10]  Обо мне:)[232 SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #10]  Обо мне:)	[228 SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #5	1	SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #5	SOFIE.AI:ALEŠ	2026.02.18 18:14:14	232	10	[232 SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #10]  Обо мне:)	 Обо мне:)
[233 SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #10]  Действующий предприниматель, опыт в нише, своя клиентская база. Не стартап, а расширение рабочего бизнеса.)[233 SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #10]  Действующий предприниматель, опыт в нише, своя клиентская база. Не стартап, а расширение рабочего бизнеса.)	[229 SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #5	1	SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #5	SOFIE.AI:ALEŠ	2026.02.18 18:14:14	233	10	[233 SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #10]  Действующий предприниматель, опыт в нише, своя клиентская база. Не стартап, а расширение рабочего бизнеса.)	 Действующий предприниматель, опыт в нише, своя клиентская база. Не стартап, а расширение рабочего бизнеса.)
[234 SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #10]  Связь: [Твой Telegram username, напр. @Ales_Wells) — пишите в ЛС, скину финмодель.)[234 SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #10]  Связь: [Твой Telegram username, напр. @Ales_Wells) — пишите в ЛС, скину финмодель.)	[230 SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #5	1	SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #5	SOFIE.AI:ALEŠ	2026.02.18 18:14:14	234	10	[234 SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #10]  Связь: [Твой Telegram username, напр. @Ales_Wells) — пишите в ЛС, скину финмодель.)	 Связь: [Твой Telegram username, напр. @Ales_Wells) — пишите в ЛС, скину финмодель.)
[235 SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #10]  2. Kam to poslat? (Výběr Telegram kanálů)[235 SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #10]  2. Kam to poslat? (Výběr Telegram kanálů)	[231 SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #5	1	SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #5	SOFIE.AI:ALEŠ	2026.02.18 18:14:14	235	10	[235 SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #10]  2. Kam to poslat? (Výběr Telegram kanálů)	 2. Kam to poslat? (Výběr Telegram kanálů)
[236 SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #10]  Hledání správného kanálu je alchymie. Nebudeš to dávat do skupin "Práce v Moskvě", tam jsou lidé bez peněz. Potřebuješ skupiny pro malé investory, podnikatele a lidi se zájmem o "nové regiony".")"[236 SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #10]  Hledání správného kanálu je alchymie. Nebudeš to dávat do skupin "Práce v Moskvě", tam jsou lidé bez peněz. Potřebuješ skupiny pro malé investory, podnikatele a lidi se zájmem o "nové regiony".")"	[232 SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #5	1	SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #5	SOFIE.AI:ALEŠ	2026.02.18 18:14:14	236	10	[236 SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #10]  Hledání správného kanálu je alchymie. Nebudeš to dávat do skupin "Práce v Moskvě", tam jsou lidé bez peněz. Potřebuješ skupiny pro malé investory, podnikatele a lidi se zájmem o "nové regiony".")"	 Hledání správného kanálu je alchymie. Nebudeš to dávat do skupin "Práce v Moskvě", tam jsou lidé bez peněz. Potřebuješ skupiny pro malé investory, podnikatele a lidi se zájmem o "nové regiony".")"
[237 SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #10]  Tady jsou typy skupin, které hledat (klíčová slova do vyhledávání v Telegramu):)[237 SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #10]  Tady jsou typy skupin, které hledat (klíčová slova do vyhledávání v Telegramu):)	[233 SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #5	1	SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #5	SOFIE.AI:ALEŠ	2026.02.18 18:14:14	237	10	[237 SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #10]  Tady jsou typy skupin, které hledat (klíčová slova do vyhledávání v Telegramu):)	 Tady jsou typy skupin, které hledat (klíčová slova do vyhledávání v Telegramu):)
[238 SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #10]  A. Byznys fóra PMR a regionu (Místní cílení):)[238 SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #10]  A. Byznys fóra PMR a regionu (Místní cílení):)	[234 SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #5	1	SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #5	SOFIE.AI:ALEŠ	2026.02.18 18:14:14	238	10	[238 SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #10]  A. Byznys fóra PMR a regionu (Místní cílení):)	 A. Byznys fóra PMR a regionu (Místní cílení):)
[239 SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #10]  Hledej: „Бизнес Приднестровье“, „Инвестиции ПМР“, „Тирасполь Бизнес“, „Доска объявлений ПМР“.)[239 SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #10]  Hledej: „Бизнес Приднестровье“, „Инвестиции ПМР“, „Тирасполь Бизнес“, „Доска объявлений ПМР“.)	[235 SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #5	1	SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #5	SOFIE.AI:ALEŠ	2026.02.18 18:14:14	239	10	[239 SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #10]  Hledej: „Бизнес Приднестровье“, „Инвестиции ПМР“, „Тирасполь Бизнес“, „Доска объявлений ПМР“.)	 Hledej: „Бизнес Приднестровье“, „Инвестиции ПМР“, „Тирасполь Бизнес“, „Доска объявлений ПМР“.)
[240 SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #10]  Výhoda: Lidé znají realitu, mohou se přijet podívat na tebe i na tu nemovitost. Je to nejdůvěryhodnější.)[240 SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #10]  Výhoda: Lidé znají realitu, mohou se přijet podívat na tebe i na tu nemovitost. Je to nejdůvěryhodnější.)	[236 SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #5	1	SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #5	SOFIE.AI:ALEŠ	2026.02.18 18:14:14	240	10	[240 SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #10]  Výhoda: Lidé znají realitu, mohou se přijet podívat na tebe i na tu nemovitost. Je to nejdůvěryhodnější.)	 Výhoda: Lidé znají realitu, mohou se přijet podívat na tebe i na tu nemovitost. Je to nejdůvěryhodnější.)
[241 SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #10]  B. Investiční kluby a P2P půjčky (Malí investoři v RF):)[241 SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #10]  B. Investiční kluby a P2P půjčky (Malí investoři v RF):)	[237 SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #5	1	SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #5	SOFIE.AI:ALEŠ	2026.02.18 18:14:14	241	10	[241 SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #10]  B. Investiční kluby a P2P půjčky (Malí investoři v RF):)	 B. Investiční kluby a P2P půjčky (Malí investoři v RF):)
[242 SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #10]  Hledej: „Инвестиции в бизнес“, „Ищу инвестора“, „Бизнес Ангелы Россия“, „Займы бизнесу“.)[242 SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #10]  Hledej: „Инвестиции в бизнес“, „Ищу инвестора“, „Бизнес Ангелы Россия“, „Займы бизнесу“.)	[238 SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #5	1	SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #5	SOFIE.AI:ALEŠ	2026.02.18 18:14:14	242	10	[242 SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #10]  Hledej: „Инвестиции в бизнес“, „Ищу инвестора“, „Бизнес Ангелы Россия“, „Займы бизнесу“.)	 Hledej: „Инвестиции в бизнес“, „Ищу инвестора“, „Бизнес Ангелы Россия“, „Займы бизнесу“.)
[243 SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #10]  Pozor: Tady bude hodně spamu. Musíš filtrovat. Hledej skupiny, které mají moderátory.)[243 SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #10]  Pozor: Tady bude hodně spamu. Musíš filtrovat. Hledej skupiny, které mají moderátory.)	[239 SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #5	1	SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #5	SOFIE.AI:ALEŠ	2026.02.18 18:14:14	243	10	[243 SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #10]  Pozor: Tady bude hodně spamu. Musíš filtrovat. Hledej skupiny, které mají moderátory.)	 Pozor: Tady bude hodně spamu. Musíš filtrovat. Hledej skupiny, které mají moderátory.)
[244 SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #10]  C. Tematika "Obnova a Nové regiony" (Specifická nika):")"[244 SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #10]  C. Tematika "Obnova a Nové regiony" (Specifická nika):")"	[240 SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #5	1	SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #5	SOFIE.AI:ALEŠ	2026.02.18 18:14:14	244	10	[244 SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #10]  C. Tematika "Obnova a Nové regiony" (Specifická nika):")"	 C. Tematika "Obnova a Nové regiony" (Specifická nika):")"
[245 SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #10]  Hledej: „Бизнес Мариуполь“, „Восстановление Донбасса“, „Работа Новороссия“.)[245 SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #10]  Hledej: „Бизнес Мариуполь“, „Восстановление Донбасса“, „Работа Новороссия“.)	[241 SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #5	1	SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #5	SOFIE.AI:ALEŠ	2026.02.18 18:14:14	245	10	[245 SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #10]  Hledej: „Бизнес Мариуполь“, „Восстановление Донбасса“, „Работа Новороссия“.)	 Hledej: „Бизнес Мариуполь“, „Восстановление Донбасса“, „Работа Новороссия“.)
[246 SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #10]  Logika: Tam se sdružují lidé, kteří (stejně jako ty) cítí příležitost v poválečné obnově. Tvůj pitch o "přípravě na expanzi" tam bude rezonovat nejsilněji.")"[246 SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #10]  Logika: Tam se sdružují lidé, kteří (stejně jako ty) cítí příležitost v poválečné obnově. Tvůj pitch o "přípravě na expanzi" tam bude rezonovat nejsilněji.")"	[242 SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #5	1	SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #5	SOFIE.AI:ALEŠ	2026.02.18 18:14:14	246	10	[246 SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #10]  Logika: Tam se sdružují lidé, kteří (stejně jako ty) cítí příležitost v poválečné obnově. Tvůj pitch o "přípravě na expanzi" tam bude rezonovat nejsilněji.")"	 Logika: Tam se sdružují lidé, kteří (stejně jako ty) cítí příležitost v poválečné obnově. Tvůj pitch o "přípravě na expanzi" tam bude rezonovat nejsilněji.")"
[247 SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #10]  D. Diaspory (Rusové v zahraničí):)[247 SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #10]  D. Diaspory (Rusové v zahraničí):)	[243 SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #5	1	SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #5	SOFIE.AI:ALEŠ	2026.02.18 18:14:14	247	10	[247 SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #10]  D. Diaspory (Rusové v zahraničí):)	 D. Diaspory (Rusové v zahraničí):)
[248 SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #10]  Hledej: „Русские в Чехии“ (paradoxně, pokud tam někoho znáš), „Русские в Германии бизнес“. Často mají peníze a hledají investice "doma" nebo v blízkém zahraničí.")"[248 SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #10]  Hledej: „Русские в Чехии“ (paradoxně, pokud tam někoho znáš), „Русские в Германии бизнес“. Často mají peníze a hledají investice "doma" nebo v blízkém zahraničí.")"	[244 SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #5	1	SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #5	SOFIE.AI:ALEŠ	2026.02.18 18:14:14	248	10	[248 SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #10]  Hledej: „Русские в Чехии“ (paradoxně, pokud tam někoho znáš), „Русские в Германии бизнес“. Často mají peníze a hledají investice "doma" nebo v blízkém zahraničí.")"	 Hledej: „Русские в Чехии“ (paradoxně, pokud tam někoho znáš), „Русские в Германии бизнес“. Často mají peníze a hledají investice "doma" nebo v blízkém zahraničí.")"
[249 SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #10]  Doporučení postupu:)[249 SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #10]  Doporučení postupu:)	[245 SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #5	1	SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #5	SOFIE.AI:ALEŠ	2026.02.18 18:14:14	249	10	[249 SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #10]  Doporučení postupu:)	 Doporučení postupu:)
[250 SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #10]  Zadej do Telegramu klíčová slova (začni těmi místními: PMR Business).)[250 SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #10]  Zadej do Telegramu klíčová slova (začni těmi místními: PMR Business).)	[246 SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #5	1	SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #5	SOFIE.AI:ALEŠ	2026.02.18 18:14:14	250	10	[250 SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #10]  Zadej do Telegramu klíčová slova (začni těmi místními: PMR Business).)	 Zadej do Telegramu klíčová slova (začni těmi místními: PMR Business).)
[251 SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #10]  Připoj se do skupiny.)[251 SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #10]  Připoj se do skupiny.)	[247 SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #5	1	SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #5	SOFIE.AI:ALEŠ	2026.02.18 18:14:14	251	10	[251 SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #10]  Připoj se do skupiny.)	 Připoj se do skupiny.)
[252 SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #10]  Přečti si pravidla (někde je inzerce zakázaná nebo placená).)[252 SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #10]  Přečti si pravidla (někde je inzerce zakázaná nebo placená).)	[248 SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #5	1	SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #5	SOFIE.AI:ALEŠ	2026.02.18 18:14:14	252	10	[252 SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #10]  Přečti si pravidla (někde je inzerce zakázaná nebo placená).)	 Přečti si pravidla (někde je inzerce zakázaná nebo placená).)
[253 SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #10]  Pokud je to volné, pošli ten text. Pokud je to placené (často pár rublů), zvaž to – placená inzerce v dobrém kanálu filtruje "hledače zázraků".")"[253 SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #10]  Pokud je to volné, pošli ten text. Pokud je to placené (často pár rublů), zvaž to – placená inzerce v dobrém kanálu filtruje "hledače zázraků".")"	[249 SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #5	1	SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #5	SOFIE.AI:ALEŠ	2026.02.18 18:14:14	253	10	[253 SOFIE.AI:ALEŠ 2026.02.18 18:14:14 #10]  Pokud je to volné, pošli ten text. Pokud je to placené (často pár rublů), zvaž to – placená inzerce v dobrém kanálu filtruje "hledače zázraků".")"	 Pokud je to volné, pošli ten text. Pokud je to placené (často pár rublů), zvaž to – placená inzerce v dobrém kanálu filtruje "hledače zázraků".")"
