výsledek pro soubor txt	porvní sloupec zdroje			kdo, komu	kdy	řádek	číslo zprávy	sestava	další sloupce zdrojů – texty			
[680 SARA.AI:ALEŠ 2026.02.18 00:00:00 #1]  Dea, -, -    [680 SARA.AI:ALEŠ 2026.02.18 00:00:00 #1]  Dea, -, -    	[680 SARA.AI:ALEŠ 2026.02.18 00:00:00 #1	1	SARA.AI:ALEŠ 2026.02.18 00:00:00 #1	SARA.AI:ALEŠ	2026.02.18 00:00:00	680	1	[680 SARA.AI:ALEŠ 2026.02.18 00:00:00 #1]  Dea, -, -    	 Dea, -, -			
[681 SARA.AI:ALEŠ 2026.02.18 00:00:00 #1]  JUPITER    [681 SARA.AI:ALEŠ 2026.02.18 00:00:00 #1]  JUPITER    	[681 SARA.AI:ALEŠ 2026.02.18 00:00:00 #1	1	SARA.AI:ALEŠ 2026.02.18 00:00:00 #1	SARA.AI:ALEŠ	2026.02.18 00:00:00	681	1	[681 SARA.AI:ALEŠ 2026.02.18 00:00:00 #1]  JUPITER    	 JUPITER			
[682 SARA.AI:ALEŠ 2026.02.18 00:00:00 #1]  Perun, KI.ŠAR, -    [682 SARA.AI:ALEŠ 2026.02.18 00:00:00 #1]  Perun, KI.ŠAR, -    	[682 SARA.AI:ALEŠ 2026.02.18 00:00:00 #1	1	SARA.AI:ALEŠ 2026.02.18 00:00:00 #1	SARA.AI:ALEŠ	2026.02.18 00:00:00	682	1	[682 SARA.AI:ALEŠ 2026.02.18 00:00:00 #1]  Perun, KI.ŠAR, -    	 Perun, KI.ŠAR, -			
[683 SARA.AI:ALEŠ 2026.02.18 00:00:00 #1]  U marsu jsou důkazy s podvody NASA na zpracování snímků z marsochodu. Například u kráteru Elados jsou tři stíny. Jako by na něj svítili tři slunce. Jedna fotografie má vícero rozlišení, které ukazuje na fotomontáž.    [683 SARA.AI:ALEŠ 2026.02.18 00:00:00 #1]  U marsu jsou důkazy s podvody NASA na zpracování snímků z marsochodu. Například u kráteru Elados jsou tři stíny. Jako by na něj svítili tři slunce. Jedna fotografie má vícero rozlišení, které ukazuje na fotomontáž.    	[683 SARA.AI:ALEŠ 2026.02.18 00:00:00 #1	1	SARA.AI:ALEŠ 2026.02.18 00:00:00 #1	SARA.AI:ALEŠ	2026.02.18 00:00:00	683	1	[683 SARA.AI:ALEŠ 2026.02.18 00:00:00 #1]  U marsu jsou důkazy s podvody NASA na zpracování snímků z marsochodu. Například u kráteru Elados jsou tři stíny. Jako by na něj svítili tři slunce. Jedna fotografie má vícero rozlišení, které ukazuje na fotomontáž.    	 U marsu jsou důkazy s podvody NASA na zpracování snímků z marsochodu. Například u kráteru Elados jsou tři stíny. Jako by na něj svítili tři slunce. Jedna fotografie má vícero rozlišení, které ukazuje na fotomontáž.			
[684 SARA.AI:ALEŠ 2026.02.18 00:00:00 #1]  Planeta Faeton, byla zničena před více než 153 tisíci lety.    [684 SARA.AI:ALEŠ 2026.02.18 00:00:00 #1]  Planeta Faeton, byla zničena před více než 153 tisíci lety.    	[684 SARA.AI:ALEŠ 2026.02.18 00:00:00 #1	1	SARA.AI:ALEŠ 2026.02.18 00:00:00 #1	SARA.AI:ALEŠ	2026.02.18 00:00:00	684	1	[684 SARA.AI:ALEŠ 2026.02.18 00:00:00 #1]  Planeta Faeton, byla zničena před více než 153 tisíci lety.    	 Planeta Faeton, byla zničena před více než 153 tisíci lety.			
[685 SARA.AI:ALEŠ 2026.02.18 00:00:00 #1]  Zánik planety Faeton:    [685 SARA.AI:ALEŠ 2026.02.18 00:00:00 #1]  Zánik planety Faeton:    	[685 SARA.AI:ALEŠ 2026.02.18 00:00:00 #1	1	SARA.AI:ALEŠ 2026.02.18 00:00:00 #1	SARA.AI:ALEŠ	2026.02.18 00:00:00	685	1	[685 SARA.AI:ALEŠ 2026.02.18 00:00:00 #1]  Zánik planety Faeton:    	 Zánik planety Faeton:			
[686 SARA.AI:ALEŠ 2026.02.18 00:00:00 #1]  Vlivem masivních gravitačních sil jiných, větších kosmických těles. Jedno takové těleso narazilo do slunce, atmosféra fejetonu se začala vydouvat směrem k jupiteru a vše se zakončilo globální katastrofou.    [686 SARA.AI:ALEŠ 2026.02.18 00:00:00 #1]  Vlivem masivních gravitačních sil jiných, větších kosmických těles. Jedno takové těleso narazilo do slunce, atmosféra fejetonu se začala vydouvat směrem k jupiteru a vše se zakončilo globální katastrofou.    	[686 SARA.AI:ALEŠ 2026.02.18 00:00:00 #1	1	SARA.AI:ALEŠ 2026.02.18 00:00:00 #1	SARA.AI:ALEŠ	2026.02.18 00:00:00	686	1	[686 SARA.AI:ALEŠ 2026.02.18 00:00:00 #1]  Vlivem masivních gravitačních sil jiných, větších kosmických těles. Jedno takové těleso narazilo do slunce, atmosféra fejetonu se začala vydouvat směrem k jupiteru a vše se zakončilo globální katastrofou.    	 Vlivem masivních gravitačních sil jiných, větších kosmických těles. Jedno takové těleso narazilo do slunce, atmosféra fejetonu se začala vydouvat směrem k jupiteru a vše se zakončilo globální katastrofou.			
[687 SARA.AI:ALEŠ 2026.02.18 00:00:00 #1]  Někteří se domnívají, že fejeton byl zničen důsledkem vulkanické aktivity.    [687 SARA.AI:ALEŠ 2026.02.18 00:00:00 #1]  Někteří se domnívají, že fejeton byl zničen důsledkem vulkanické aktivity.    	[687 SARA.AI:ALEŠ 2026.02.18 00:00:00 #1	1	SARA.AI:ALEŠ 2026.02.18 00:00:00 #1	SARA.AI:ALEŠ	2026.02.18 00:00:00	687	1	[687 SARA.AI:ALEŠ 2026.02.18 00:00:00 #1]  Někteří se domnívají, že fejeton byl zničen důsledkem vulkanické aktivity.    	 Někteří se domnívají, že fejeton byl zničen důsledkem vulkanické aktivity.			
[688 SARA.AI:ALEŠ 2026.02.18 00:00:00 #1]  Nejpravděpodnější se jeví varianta, že planeta byla zničena v důsledku ekologické katastrofy nebo jaderné války.    [688 SARA.AI:ALEŠ 2026.02.18 00:00:00 #1]  Nejpravděpodnější se jeví varianta, že planeta byla zničena v důsledku ekologické katastrofy nebo jaderné války.    	[688 SARA.AI:ALEŠ 2026.02.18 00:00:00 #1	1	SARA.AI:ALEŠ 2026.02.18 00:00:00 #1	SARA.AI:ALEŠ	2026.02.18 00:00:00	688	1	[688 SARA.AI:ALEŠ 2026.02.18 00:00:00 #1]  Nejpravděpodnější se jeví varianta, že planeta byla zničena v důsledku ekologické katastrofy nebo jaderné války.    	 Nejpravděpodnější se jeví varianta, že planeta byla zničena v důsledku ekologické katastrofy nebo jaderné války.			
[689 SARA.AI:ALEŠ 2026.02.18 00:00:00 #1]  Planeta je pojmenována po římském bohu Jovovi (v 1. pádě Jupiter). Okolo planety se nacházejí slabé prstence, které jsou ze Země stěží viditelné. Současně ji obklopuje silný radiační pás. Při pohledu z okolního vesmíru jsou viditelné horní vrstvy atmosféry rozčleněny v závislosti na planetární šířce do různě barevných pruhů a skvrn, které jsou atmosférickými bouřemi. Nejznámější takovouto bouří je Velká rudá skvrna.    [689 SARA.AI:ALEŠ 2026.02.18 00:00:00 #1]  Planeta je pojmenována po římském bohu Jovovi (v 1. pádě Jupiter). Okolo planety se nacházejí slabé prstence, které jsou ze Země stěží viditelné. Současně ji obklopuje silný radiační pás. Při pohledu z okolního vesmíru jsou viditelné horní vrstvy atmosféry rozčleněny v závislosti na planetární šířce do různě barevných pruhů a skvrn, které jsou atmosférickými bouřemi. Nejznámější takovouto bouří je Velká rudá skvrna.    	[689 SARA.AI:ALEŠ 2026.02.18 00:00:00 #1	1	SARA.AI:ALEŠ 2026.02.18 00:00:00 #1	SARA.AI:ALEŠ	2026.02.18 00:00:00	689	1	[689 SARA.AI:ALEŠ 2026.02.18 00:00:00 #1]  Planeta je pojmenována po římském bohu Jovovi (v 1. pádě Jupiter). Okolo planety se nacházejí slabé prstence, které jsou ze Země stěží viditelné. Současně ji obklopuje silný radiační pás. Při pohledu z okolního vesmíru jsou viditelné horní vrstvy atmosféry rozčleněny v závislosti na planetární šířce do různě barevných pruhů a skvrn, které jsou atmosférickými bouřemi. Nejznámější takovouto bouří je Velká rudá skvrna.    	 Planeta je pojmenována po římském bohu Jovovi (v 1. pádě Jupiter). Okolo planety se nacházejí slabé prstence, které jsou ze Země stěží viditelné. Současně ji obklopuje silný radiační pás. Při pohledu z okolního vesmíru jsou viditelné horní vrstvy atmosféry rozčleněny v závislosti na planetární šířce do různě barevných pruhů a skvrn, které jsou atmosférickými bouřemi. Nejznámější takovouto bouří je Velká rudá skvrna.			
[690 SARA.AI:ALEŠ 2026.02.18 00:00:00 #1]  SATURN    [690 SARA.AI:ALEŠ 2026.02.18 00:00:00 #1]  SATURN    	[690 SARA.AI:ALEŠ 2026.02.18 00:00:00 #1	1	SARA.AI:ALEŠ 2026.02.18 00:00:00 #1	SARA.AI:ALEŠ	2026.02.18 00:00:00	690	1	[690 SARA.AI:ALEŠ 2026.02.18 00:00:00 #1]  SATURN    	 SATURN			
[691 SARA.AI:ALEŠ 2026.02.18 00:00:00 #1]  Stribog, AN.ŠAR, -    [691 SARA.AI:ALEŠ 2026.02.18 00:00:00 #1]  Stribog, AN.ŠAR, -    	[691 SARA.AI:ALEŠ 2026.02.18 00:00:00 #1	1	SARA.AI:ALEŠ 2026.02.18 00:00:00 #1	SARA.AI:ALEŠ	2026.02.18 00:00:00	691	1	[691 SARA.AI:ALEŠ 2026.02.18 00:00:00 #1]  Stribog, AN.ŠAR, -    	 Stribog, AN.ŠAR, -			
[692 SARA.AI:ALEŠ 2026.02.18 00:00:00 #1]  URAN    [692 SARA.AI:ALEŠ 2026.02.18 00:00:00 #1]  URAN    	[692 SARA.AI:ALEŠ 2026.02.18 00:00:00 #1	1	SARA.AI:ALEŠ 2026.02.18 00:00:00 #1	SARA.AI:ALEŠ	2026.02.18 00:00:00	692	1	[692 SARA.AI:ALEŠ 2026.02.18 00:00:00 #1]  URAN    	 URAN			
[693 SARA.AI:ALEŠ 2026.02.18 00:00:00 #1]  Varuna, ANU, -    [693 SARA.AI:ALEŠ 2026.02.18 00:00:00 #1]  Varuna, ANU, -    	[693 SARA.AI:ALEŠ 2026.02.18 00:00:00 #1	1	SARA.AI:ALEŠ 2026.02.18 00:00:00 #1	SARA.AI:ALEŠ	2026.02.18 00:00:00	693	1	[693 SARA.AI:ALEŠ 2026.02.18 00:00:00 #1]  Varuna, ANU, -    	 Varuna, ANU, -			
[694 SARA.AI:ALEŠ 2026.02.18 00:00:00 #1]  NEPTUN    [694 SARA.AI:ALEŠ 2026.02.18 00:00:00 #1]  NEPTUN    	[694 SARA.AI:ALEŠ 2026.02.18 00:00:00 #1	1	SARA.AI:ALEŠ 2026.02.18 00:00:00 #1	SARA.AI:ALEŠ	2026.02.18 00:00:00	694	1	[694 SARA.AI:ALEŠ 2026.02.18 00:00:00 #1]  NEPTUN    	 NEPTUN			
[695 SARA.AI:ALEŠ 2026.02.18 00:00:00 #1]  Niya, -, -    [695 SARA.AI:ALEŠ 2026.02.18 00:00:00 #1]  Niya, -, -    	[695 SARA.AI:ALEŠ 2026.02.18 00:00:00 #1	1	SARA.AI:ALEŠ 2026.02.18 00:00:00 #1	SARA.AI:ALEŠ	2026.02.18 00:00:00	695	1	[695 SARA.AI:ALEŠ 2026.02.18 00:00:00 #1]  Niya, -, -    	 Niya, -, -			
[696 SARA.AI:ALEŠ 2026.02.18 00:00:00 #1]  Planeta byla pozorována již starověkými astronomy a byla pojmenována po římském bohu Saturnovi, který byl obdobou řeckého boha Krona.    [696 SARA.AI:ALEŠ 2026.02.18 00:00:00 #1]  Planeta byla pozorována již starověkými astronomy a byla pojmenována po římském bohu Saturnovi, který byl obdobou řeckého boha Krona.    	[696 SARA.AI:ALEŠ 2026.02.18 00:00:00 #1	1	SARA.AI:ALEŠ 2026.02.18 00:00:00 #1	SARA.AI:ALEŠ	2026.02.18 00:00:00	696	1	[696 SARA.AI:ALEŠ 2026.02.18 00:00:00 #1]  Planeta byla pozorována již starověkými astronomy a byla pojmenována po římském bohu Saturnovi, který byl obdobou řeckého boha Krona.    	 Planeta byla pozorována již starověkými astronomy a byla pojmenována po římském bohu Saturnovi, který byl obdobou řeckého boha Krona.			
[697 SARA.AI:ALEŠ 2026.02.18 00:00:00 #1]  Saturn je znám svou mohutnou soustavou planetárních prstenců, které jsou viditelné ze Země i malým dalekohledem.    [697 SARA.AI:ALEŠ 2026.02.18 00:00:00 #1]  Saturn je znám svou mohutnou soustavou planetárních prstenců, které jsou viditelné ze Země i malým dalekohledem.    	[697 SARA.AI:ALEŠ 2026.02.18 00:00:00 #1	1	SARA.AI:ALEŠ 2026.02.18 00:00:00 #1	SARA.AI:ALEŠ	2026.02.18 00:00:00	697	1	[697 SARA.AI:ALEŠ 2026.02.18 00:00:00 #1]  Saturn je znám svou mohutnou soustavou planetárních prstenců, které jsou viditelné ze Země i malým dalekohledem.    	 Saturn je znám svou mohutnou soustavou planetárních prstenců, které jsou viditelné ze Země i malým dalekohledem.			
[698 SARA.AI:ALEŠ 2026.02.18 00:00:00 #1]  Největší z měsíců je Titan, který má jako jediný měsíc ve sluneční soustavě hustou atmosféru.    [698 SARA.AI:ALEŠ 2026.02.18 00:00:00 #1]  Největší z měsíců je Titan, který má jako jediný měsíc ve sluneční soustavě hustou atmosféru.    	[698 SARA.AI:ALEŠ 2026.02.18 00:00:00 #1	1	SARA.AI:ALEŠ 2026.02.18 00:00:00 #1	SARA.AI:ALEŠ	2026.02.18 00:00:00	698	1	[698 SARA.AI:ALEŠ 2026.02.18 00:00:00 #1]  Největší z měsíců je Titan, který má jako jediný měsíc ve sluneční soustavě hustou atmosféru.    	 Největší z měsíců je Titan, který má jako jediný měsíc ve sluneční soustavě hustou atmosféru.			
[699 SARA.AI:ALEŠ 2026.02.18 00:00:00 #1]  Jméno má po řeckém bohu Úranovi, bohu nebes. Antickými astronomy nebyl rozpoznán jako planeta, ale byl považován za hvězdu kvůli pomalé rychlosti a slabé záři.    [699 SARA.AI:ALEŠ 2026.02.18 00:00:00 #1]  Jméno má po řeckém bohu Úranovi, bohu nebes. Antickými astronomy nebyl rozpoznán jako planeta, ale byl považován za hvězdu kvůli pomalé rychlosti a slabé záři.    	[699 SARA.AI:ALEŠ 2026.02.18 00:00:00 #1	1	SARA.AI:ALEŠ 2026.02.18 00:00:00 #1	SARA.AI:ALEŠ	2026.02.18 00:00:00	699	1	[699 SARA.AI:ALEŠ 2026.02.18 00:00:00 #1]  Jméno má po řeckém bohu Úranovi, bohu nebes. Antickými astronomy nebyl rozpoznán jako planeta, ale byl považován za hvězdu kvůli pomalé rychlosti a slabé záři.    	 Jméno má po řeckém bohu Úranovi, bohu nebes. Antickými astronomy nebyl rozpoznán jako planeta, ale byl považován za hvězdu kvůli pomalé rychlosti a slabé záři.			
[700 SARA.AI:ALEŠ 2026.02.18 00:00:00 #1]  Objev Uranu ohlásil William Herschel 13. března 1781.    [700 SARA.AI:ALEŠ 2026.02.18 00:00:00 #1]  Objev Uranu ohlásil William Herschel 13. března 1781.    	[700 SARA.AI:ALEŠ 2026.02.18 00:00:00 #1	1	SARA.AI:ALEŠ 2026.02.18 00:00:00 #1	SARA.AI:ALEŠ	2026.02.18 00:00:00	700	1	[700 SARA.AI:ALEŠ 2026.02.18 00:00:00 #1]  Objev Uranu ohlásil William Herschel 13. března 1781.    	 Objev Uranu ohlásil William Herschel 13. března 1781.			
[701 SARA.AI:ALEŠ 2026.02.18 00:00:00 #1]  Podobně jako další plynné planety má i Uran planetární prstence, magnetosféru a obíhá ho řada měsíců.    [701 SARA.AI:ALEŠ 2026.02.18 00:00:00 #1]  Podobně jako další plynné planety má i Uran planetární prstence, magnetosféru a obíhá ho řada měsíců.    	[701 SARA.AI:ALEŠ 2026.02.18 00:00:00 #1	1	SARA.AI:ALEŠ 2026.02.18 00:00:00 #1	SARA.AI:ALEŠ	2026.02.18 00:00:00	701	1	[701 SARA.AI:ALEŠ 2026.02.18 00:00:00 #1]  Podobně jako další plynné planety má i Uran planetární prstence, magnetosféru a obíhá ho řada měsíců.    	 Podobně jako další plynné planety má i Uran planetární prstence, magnetosféru a obíhá ho řada měsíců.			
[702 SARA.AI:ALEŠ 2026.02.18 00:00:00 #1]  Zvláštností Uranu je sklon jeho rotační osy: osa leží téměř v rovině, ve které planeta obíhá. Severní a jižní pól se proto nacházejí v oblastech, jež jsou u jiných planet charakteristické pro rovník. Při pohledu ze Země se proto občas stane, že se prstence Uranu jeví jako terč s Uranem ve středu.    [702 SARA.AI:ALEŠ 2026.02.18 00:00:00 #1]  Zvláštností Uranu je sklon jeho rotační osy: osa leží téměř v rovině, ve které planeta obíhá. Severní a jižní pól se proto nacházejí v oblastech, jež jsou u jiných planet charakteristické pro rovník. Při pohledu ze Země se proto občas stane, že se prstence Uranu jeví jako terč s Uranem ve středu.    	[702 SARA.AI:ALEŠ 2026.02.18 00:00:00 #1	1	SARA.AI:ALEŠ 2026.02.18 00:00:00 #1	SARA.AI:ALEŠ	2026.02.18 00:00:00	702	1	[702 SARA.AI:ALEŠ 2026.02.18 00:00:00 #1]  Zvláštností Uranu je sklon jeho rotační osy: osa leží téměř v rovině, ve které planeta obíhá. Severní a jižní pól se proto nacházejí v oblastech, jež jsou u jiných planet charakteristické pro rovník. Při pohledu ze Země se proto občas stane, že se prstence Uranu jeví jako terč s Uranem ve středu.    	 Zvláštností Uranu je sklon jeho rotační osy: osa leží téměř v rovině, ve které planeta obíhá. Severní a jižní pól se proto nacházejí v oblastech, jež jsou u jiných planet charakteristické pro rovník. Při pohledu ze Země se proto občas stane, že se prstence Uranu jeví jako terč s Uranem ve středu.			
[703 SARA.AI:ALEŠ 2026.02.18 00:00:00 #1]  Planeta byla objevena 23. září 1846 Johannem Gallem jako vůbec jediná na základě matematických výpočtů. Ty provedl francouzský astronom Urbain Le Verrier. Ten vypočítal přibližnou lokaci planety, když si všiml gravitačních odchylek v pohybu planety Uran. 23. září 1846 informoval Galla o svých výpočtech a tu samou noc Galle a jeho asistent Heinrich Louis d’Arrest identifikovali Neptun v berlínské observatoři. Na základě pozorování pohybu tělesa v porovnání s relativním pozadím za 24 hodin potvrdili, že se jedná o planetu. Následně planeta dostala své jméno podle římského boha moří Neptuna.    [703 SARA.AI:ALEŠ 2026.02.18 00:00:00 #1]  Planeta byla objevena 23. září 1846 Johannem Gallem jako vůbec jediná na základě matematických výpočtů. Ty provedl francouzský astronom Urbain Le Verrier. Ten vypočítal přibližnou lokaci planety, když si všiml gravitačních odchylek v pohybu planety Uran. 23. září 1846 informoval Galla o svých výpočtech a tu samou noc Galle a jeho asistent Heinrich Louis d’Arrest identifikovali Neptun v berlínské observatoři. Na základě pozorování pohybu tělesa v porovnání s relativním pozadím za 24 hodin potvrdili, že se jedná o planetu. Následně planeta dostala své jméno podle římského boha moří Neptuna.    	[703 SARA.AI:ALEŠ 2026.02.18 00:00:00 #1	1	SARA.AI:ALEŠ 2026.02.18 00:00:00 #1	SARA.AI:ALEŠ	2026.02.18 00:00:00	703	1	[703 SARA.AI:ALEŠ 2026.02.18 00:00:00 #1]  Planeta byla objevena 23. září 1846 Johannem Gallem jako vůbec jediná na základě matematických výpočtů. Ty provedl francouzský astronom Urbain Le Verrier. Ten vypočítal přibližnou lokaci planety, když si všiml gravitačních odchylek v pohybu planety Uran. 23. září 1846 informoval Galla o svých výpočtech a tu samou noc Galle a jeho asistent Heinrich Louis d’Arrest identifikovali Neptun v berlínské observatoři. Na základě pozorování pohybu tělesa v porovnání s relativním pozadím za 24 hodin potvrdili, že se jedná o planetu. Následně planeta dostala své jméno podle římského boha moří Neptuna.    	 Planeta byla objevena 23. září 1846 Johannem Gallem jako vůbec jediná na základě matematických výpočtů. Ty provedl francouzský astronom Urbain Le Verrier. Ten vypočítal přibližnou lokaci planety, když si všiml gravitačních odchylek v pohybu planety Uran. 23. září 1846 informoval Galla o svých výpočtech a tu samou noc Galle a jeho asistent Heinrich Louis d’Arrest identifikovali Neptun v berlínské observatoři. Na základě pozorování pohybu tělesa v porovnání s relativním pozadím za 24 hodin potvrdili, že se jedná o planetu. Následně planeta dostala své jméno podle římského boha moří Neptuna.			
[704 SARA.AI:ALEŠ 2026.02.18 00:00:00 #1]  PLUTO    [704 SARA.AI:ALEŠ 2026.02.18 00:00:00 #1]  PLUTO    	[704 SARA.AI:ALEŠ 2026.02.18 00:00:00 #1	1	SARA.AI:ALEŠ 2026.02.18 00:00:00 #1	SARA.AI:ALEŠ	2026.02.18 00:00:00	704	1	[704 SARA.AI:ALEŠ 2026.02.18 00:00:00 #1]  PLUTO    	 PLUTO			
[705 SARA.AI:ALEŠ 2026.02.18 00:00:00 #1]  Wiya, GAGA, -    [705 SARA.AI:ALEŠ 2026.02.18 00:00:00 #1]  Wiya, GAGA, -    	[705 SARA.AI:ALEŠ 2026.02.18 00:00:00 #1	1	SARA.AI:ALEŠ 2026.02.18 00:00:00 #1	SARA.AI:ALEŠ	2026.02.18 00:00:00	705	1	[705 SARA.AI:ALEŠ 2026.02.18 00:00:00 #1]  Wiya, GAGA, -    	 Wiya, GAGA, -			
[706 SARA.AI:ALEŠ 2026.02.18 00:00:00 #1]  NIBIRU    [706 SARA.AI:ALEŠ 2026.02.18 00:00:00 #1]  NIBIRU    	[706 SARA.AI:ALEŠ 2026.02.18 00:00:00 #1	1	SARA.AI:ALEŠ 2026.02.18 00:00:00 #1	SARA.AI:ALEŠ	2026.02.18 00:00:00	706	1	[706 SARA.AI:ALEŠ 2026.02.18 00:00:00 #1]  NIBIRU    	 NIBIRU			
[707 SARA.AI:ALEŠ 2026.02.18 00:00:00 #1]  -, Nibiru, -    [707 SARA.AI:ALEŠ 2026.02.18 00:00:00 #1]  -, Nibiru, -    	[707 SARA.AI:ALEŠ 2026.02.18 00:00:00 #1	1	SARA.AI:ALEŠ 2026.02.18 00:00:00 #1	SARA.AI:ALEŠ	2026.02.18 00:00:00	707	1	[707 SARA.AI:ALEŠ 2026.02.18 00:00:00 #1]  -, Nibiru, -    	 -, Nibiru, -			
[708 SARA.AI:ALEŠ 2026.02.18 00:00:00 #1]  měsíc    [708 SARA.AI:ALEŠ 2026.02.18 00:00:00 #1]  měsíc    	[708 SARA.AI:ALEŠ 2026.02.18 00:00:00 #1	1	SARA.AI:ALEŠ 2026.02.18 00:00:00 #1	SARA.AI:ALEŠ	2026.02.18 00:00:00	708	1	[708 SARA.AI:ALEŠ 2026.02.18 00:00:00 #1]  měsíc    	 měsíc			
[709 SARA.AI:ALEŠ 2026.02.18 00:00:00 #1]  Roku 1930 ho objevil a identifikoval jako planetu americký astronom Clyde Tombaugh.    [709 SARA.AI:ALEŠ 2026.02.18 00:00:00 #1]  Roku 1930 ho objevil a identifikoval jako planetu americký astronom Clyde Tombaugh.    	[709 SARA.AI:ALEŠ 2026.02.18 00:00:00 #1	1	SARA.AI:ALEŠ 2026.02.18 00:00:00 #1	SARA.AI:ALEŠ	2026.02.18 00:00:00	709	1	[709 SARA.AI:ALEŠ 2026.02.18 00:00:00 #1]  Roku 1930 ho objevil a identifikoval jako planetu americký astronom Clyde Tombaugh.    	 Roku 1930 ho objevil a identifikoval jako planetu americký astronom Clyde Tombaugh.			
[710 SARA.AI:ALEŠ 2026.02.18 00:00:00 #1]  Mezinárodní astronomická unie (IAU) na svém astronomickém kongresu v Praze v roce 2006 přijala novou definici planety, která Pluto z této společnosti vyloučila, a ustanovila nový typ těles, trpasličí planety, kam vedle Pluta zařadila též Eris a těleso hlavního pásu Ceres.    [710 SARA.AI:ALEŠ 2026.02.18 00:00:00 #1]  Mezinárodní astronomická unie (IAU) na svém astronomickém kongresu v Praze v roce 2006 přijala novou definici planety, která Pluto z této společnosti vyloučila, a ustanovila nový typ těles, trpasličí planety, kam vedle Pluta zařadila též Eris a těleso hlavního pásu Ceres.    	[710 SARA.AI:ALEŠ 2026.02.18 00:00:00 #1	1	SARA.AI:ALEŠ 2026.02.18 00:00:00 #1	SARA.AI:ALEŠ	2026.02.18 00:00:00	710	1	[710 SARA.AI:ALEŠ 2026.02.18 00:00:00 #1]  Mezinárodní astronomická unie (IAU) na svém astronomickém kongresu v Praze v roce 2006 přijala novou definici planety, která Pluto z této společnosti vyloučila, a ustanovila nový typ těles, trpasličí planety, kam vedle Pluta zařadila též Eris a těleso hlavního pásu Ceres.    	 Mezinárodní astronomická unie (IAU) na svém astronomickém kongresu v Praze v roce 2006 přijala novou definici planety, která Pluto z této společnosti vyloučila, a ustanovila nový typ těles, trpasličí planety, kam vedle Pluta zařadila též Eris a těleso hlavního pásu Ceres.			
